caregiver_id,caregiver_tenure_months,scheduled_duration_min,actual_duration_min,duration_deviation_min,arrival_deviation_min,tasks_assigned,tasks_completed,task_completion_rate,has_signature,entry_method,gps_mismatch_km,day_of_week,is_weekend,needs_manual_review
113,54,30,32.0,2.0,-0.0,3,2,0.667,1,paper,0.0,3,0,1
92,55,30,30.0,0.0,-1.0,6,5,0.833,1,mobile_app,0.2,4,0,0
23,17,90,85.0,-5.0,-10.0,5,4,0.8,1,mobile_app,0.19,3,0,0
99,2,90,77.0,-13.0,-13.0,3,2,0.667,1,mobile_app,0.91,2,0,1
13,39,90,103.0,13.0,2.0,4,3,0.75,1,mobile_app,0.4,4,0,0
71,5,30,31.0,1.0,-1.0,6,5,0.833,1,mobile_app,0.12,0,0,0
60,3,90,66.0,-24.0,-5.0,5,3,0.6,1,mobile_app,0.6,5,1,1
64,56,60,61.0,1.0,2.0,3,3,1.0,1,mobile_app,0.51,4,0,0
63,30,60,70.0,10.0,-1.0,6,4,0.667,1,mobile_app,0.6,1,0,1
4,7,60,62.0,2.0,-10.0,5,4,0.8,1,paper,0.0,0,0,0
61,39,60,54.0,-6.0,-1.0,2,1,0.5,1,mobile_app,0.26,1,0,0
113,22,60,50.0,-10.0,7.0,5,4,0.8,1,mobile_app,0.11,4,0,0
53,32,120,113.0,-7.0,-7.0,6,4,0.667,1,mobile_app,0.74,4,0,0
34,54,60,65.0,5.0,1.0,6,4,0.667,1,mobile_app,0.2,4,0,1
120,15,60,59.0,-1.0,-1.0,2,1,0.5,1,mobile_app,0.17,0,0,0
12,39,90,79.0,-11.0,-4.0,6,4,0.667,1,mobile_app,1.04,0,0,0
59,49,90,92.0,2.0,-1.0,6,5,0.833,1,mobile_app,0.46,5,1,0
62,26,30,31.0,1.0,-12.0,2,1,0.5,1,paper,0.0,3,0,0
58,58,90,88.0,-2.0,0.0,5,4,0.8,1,paper,0.0,2,0,0
111,27,60,51.0,-9.0,-10.0,5,4,0.8,1,mobile_app,0.76,0,0,0
51,28,60,51.0,-9.0,8.0,2,1,0.5,0,paper,0.0,0,0,1
117,53,90,94.0,4.0,-0.0,6,5,0.833,1,mobile_app,0.09,5,1,0
9,38,60,62.0,2.0,-3.0,3,2,0.667,1,paper,0.0,5,1,1
89,52,60,62.0,2.0,4.0,3,2,0.667,1,mobile_app,0.31,1,0,0
72,47,60,61.0,1.0,-4.0,3,2,0.667,1,mobile_app,0.62,1,0,1
29,43,60,62.0,2.0,-4.0,4,3,0.75,1,mobile_app,0.7,2,0,0
28,15,60,55.0,-5.0,-17.0,5,4,0.8,1,mobile_app,0.33,2,0,0
87,24,120,118.0,-2.0,10.0,6,5,0.833,1,mobile_app,0.09,5,1,0
77,52,60,65.0,5.0,6.0,3,2,0.667,1,mobile_app,0.4,2,0,0
74,37,120,130.0,10.0,-10.0,6,4,0.667,1,mobile_app,0.15,5,1,0
7,17,60,47.0,-13.0,-7.0,6,5,0.833,1,mobile_app,0.11,5,1,0
72,20,90,88.0,-2.0,1.0,2,1,0.5,1,mobile_app,0.72,4,0,0
118,46,30,34.0,4.0,-2.0,3,2,0.667,1,mobile_app,0.11,1,0,0
3,11,60,83.0,23.0,-0.0,2,1,0.5,1,mobile_app,0.11,6,1,0
57,7,30,53.0,23.0,-1.0,6,5,0.833,1,mobile_app,0.6,4,0,0
60,46,30,26.0,-4.0,2.0,4,3,0.75,1,mobile_app,0.72,4,0,0
108,18,120,134.0,14.0,-9.0,3,2,0.667,1,mobile_app,0.46,6,1,1
34,46,90,90.0,0.0,1.0,6,5,0.833,1,mobile_app,0.17,4,0,0
58,32,90,98.0,8.0,-7.0,5,3,0.6,1,mobile_app,0.79,4,0,1
87,59,60,63.0,3.0,-1.0,6,5,0.833,1,paper,0.0,5,1,0
8,31,60,50.0,-10.0,-12.0,6,5,0.833,0,mobile_app,0.51,0,0,1
97,52,90,92.0,2.0,-1.0,6,5,0.833,1,paper,0.0,6,1,0
99,51,90,94.0,4.0,-2.0,3,3,1.0,1,mobile_app,0.12,1,0,0
87,13,60,60.0,0.0,9.0,3,2,0.667,1,mobile_app,0.35,6,1,0
78,59,90,89.0,-1.0,-0.0,2,1,0.5,1,mobile_app,0.88,3,0,1
90,45,60,52.0,-8.0,1.0,3,2,0.667,1,mobile_app,0.45,6,1,0
94,7,120,129.0,9.0,-0.0,4,2,0.5,1,paper,0.0,2,0,1
109,1,30,33.0,3.0,-25.0,4,3,0.75,1,mobile_app,0.54,5,1,0
52,17,60,50.0,-10.0,-18.0,5,4,0.8,1,mobile_app,0.5,3,0,0
55,1,120,115.0,-5.0,-4.0,5,4,0.8,1,mobile_app,0.85,4,0,0
77,22,60,62.0,2.0,2.0,6,5,0.833,1,mobile_app,0.21,3,0,0
24,59,30,28.0,-2.0,-1.0,4,3,0.75,1,mobile_app,0.27,6,1,0
103,29,60,60.0,0.0,-6.0,3,2,0.667,1,mobile_app,0.61,5,1,1
93,2,60,36.0,-24.0,-3.0,4,2,0.5,1,paper,0.0,1,0,0
76,30,120,131.0,11.0,-2.0,6,3,0.5,1,mobile_app,0.8,4,0,1
37,13,90,90.0,0.0,8.0,6,5,0.833,1,mobile_app,0.09,2,0,0
42,51,60,55.0,-5.0,3.0,6,5,0.833,1,paper,0.0,4,0,0
53,6,120,88.0,-32.0,-6.0,4,3,0.75,1,paper,0.0,3,0,1
80,46,90,95.0,5.0,-0.0,5,4,0.8,1,paper,0.0,1,0,0
94,27,120,125.0,5.0,2.0,4,3,0.75,1,mobile_app,0.25,1,0,0
81,2,60,63.0,3.0,5.0,2,1,0.5,0,paper,0.0,2,0,1
112,40,60,66.0,6.0,9.0,5,4,0.8,1,mobile_app,0.09,3,0,0
116,27,30,38.0,8.0,-0.0,2,1,0.5,1,paper,0.0,5,1,0
85,46,30,31.0,1.0,5.0,5,3,0.6,1,paper,0.0,4,0,0
45,37,90,88.0,-2.0,-7.0,6,5,0.833,1,mobile_app,0.45,5,1,0
72,47,30,28.0,-2.0,-3.0,2,1,0.5,1,mobile_app,0.87,1,0,1
52,28,60,64.0,4.0,-16.0,5,4,0.8,1,paper,0.0,1,0,0
76,1,90,110.0,20.0,2.0,6,5,0.833,1,mobile_app,0.28,0,0,0
98,8,30,29.0,-1.0,7.0,5,4,0.8,1,paper,0.0,0,0,0
45,28,60,73.0,13.0,-19.0,5,4,0.8,1,paper,0.0,1,0,0
61,24,90,94.0,4.0,2.0,6,5,0.833,1,paper,0.0,4,0,0
6,47,120,122.0,2.0,3.0,5,4,0.8,1,mobile_app,0.78,3,0,0
89,25,60,83.0,23.0,4.0,2,1,0.5,1,mobile_app,0.69,3,0,1
59,51,120,127.0,7.0,-4.0,5,4,0.8,1,paper,0.0,5,1,0
56,12,90,110.0,20.0,8.0,5,4,0.8,1,mobile_app,0.07,2,0,0
64,23,90,82.0,-8.0,0.0,3,2,0.667,0,mobile_app,0.05,0,0,1
26,45,60,72.0,12.0,3.0,5,4,0.8,1,mobile_app,0.77,0,0,0
72,8,90,89.0,-1.0,-1.0,6,4,0.667,1,mobile_app,1.22,1,0,1
90,19,90,88.0,-2.0,3.0,6,4,0.667,1,mobile_app,0.88,2,0,0
42,45,60,48.0,-12.0,5.0,6,4,0.667,1,mobile_app,0.08,6,1,0
16,35,120,122.0,2.0,-1.0,5,4,0.8,1,mobile_app,0.91,1,0,0
47,46,120,114.0,-6.0,1.0,2,1,0.5,1,mobile_app,0.95,5,1,1
24,31,60,63.0,3.0,9.0,4,3,0.75,1,mobile_app,0.68,0,0,0
45,51,90,85.0,-5.0,-0.0,3,2,0.667,1,mobile_app,0.06,0,0,0
76,52,60,67.0,7.0,-4.0,2,1,0.5,1,paper,0.0,2,0,1
14,58,90,92.0,2.0,2.0,3,2,0.667,1,mobile_app,0.3,4,0,1
90,8,90,119.0,29.0,15.0,6,5,0.833,0,mobile_app,0.58,5,1,1
27,35,30,22.0,-8.0,8.0,4,3,0.75,1,mobile_app,0.09,5,1,0
108,7,30,50.0,20.0,8.0,5,4,0.8,1,mobile_app,0.93,6,1,0
88,14,60,39.0,-21.0,-23.0,4,3,0.75,1,mobile_app,0.67,3,0,0
33,18,120,122.0,2.0,-6.0,3,2,0.667,1,paper,0.0,1,0,0
68,39,60,56.0,-4.0,-3.0,4,3,0.75,1,paper,0.0,2,0,0
14,26,120,116.0,-4.0,0.0,6,5,0.833,1,mobile_app,0.83,1,0,0
12,52,60,58.0,-2.0,6.0,3,3,1.0,1,mobile_app,0.25,2,0,0
115,18,60,50.0,-10.0,-10.0,3,2,0.667,1,mobile_app,0.8,0,0,0
97,37,120,111.0,-9.0,13.0,6,5,0.833,1,paper,0.0,5,1,0
19,46,60,58.0,-2.0,-2.0,3,2,0.667,1,paper,0.0,6,1,1
34,58,60,60.0,0.0,-2.0,6,4,0.667,1,paper,0.0,0,0,0
24,15,30,43.0,13.0,8.0,6,4,0.667,1,mobile_app,0.09,0,0,1
48,44,30,32.0,2.0,4.0,2,1,0.5,1,paper,0.0,5,1,1
35,6,30,45.0,15.0,7.0,5,4,0.8,1,mobile_app,0.24,6,1,0
40,33,60,48.0,-12.0,-5.0,2,1,0.5,1,mobile_app,1.03,0,0,0
64,25,90,86.0,-4.0,4.0,6,5,0.833,1,mobile_app,0.06,4,0,0
23,57,60,63.0,3.0,-3.0,2,1,0.5,1,mobile_app,0.29,2,0,0
106,46,30,32.0,2.0,-3.0,6,5,0.833,1,mobile_app,0.14,5,1,0
88,55,60,57.0,-3.0,-0.0,5,5,1.0,1,mobile_app,0.42,3,0,0
92,51,60,64.0,4.0,-3.0,4,4,1.0,1,mobile_app,0.44,1,0,0
21,25,120,115.0,-5.0,8.0,3,2,0.667,1,mobile_app,1.32,2,0,1
85,44,60,56.0,-4.0,-3.0,3,3,1.0,1,mobile_app,0.68,4,0,0
101,2,30,37.0,7.0,-3.0,4,3,0.75,1,mobile_app,0.14,1,0,0
22,33,60,60.0,0.0,-6.0,6,4,0.667,1,mobile_app,0.21,0,0,0
91,3,120,113.0,-7.0,12.0,6,4,0.667,1,mobile_app,0.19,3,0,0
43,43,90,87.0,-3.0,-3.0,4,3,0.75,1,mobile_app,0.38,4,0,0
95,58,90,86.0,-4.0,3.0,3,2,0.667,1,paper,0.0,5,1,0
58,41,120,118.0,-2.0,6.0,4,3,0.75,1,mobile_app,0.24,4,0,0
97,50,90,95.0,5.0,-2.0,6,6,1.0,1,paper,0.0,2,0,0
18,14,120,123.0,3.0,0.0,4,3,0.75,1,paper,0.0,5,1,0
47,59,30,33.0,3.0,-1.0,6,5,0.833,1,paper,0.0,3,0,0
33,33,90,94.0,4.0,4.0,2,1,0.5,1,mobile_app,0.4,4,0,0
30,40,120,116.0,-4.0,-1.0,4,3,0.75,1,paper,0.0,6,1,0
37,46,120,111.0,-9.0,-2.0,2,2,1.0,1,mobile_app,0.55,6,1,0
46,38,60,54.0,-6.0,0.0,5,4,0.8,1,paper,0.0,3,0,0
16,19,90,83.0,-7.0,-14.0,5,4,0.8,1,mobile_app,1.02,3,0,0
85,37,60,55.0,-5.0,-0.0,3,2,0.667,1,mobile_app,0.93,6,1,0
67,39,90,96.0,6.0,4.0,5,3,0.6,1,mobile_app,0.46,3,0,0
100,51,60,64.0,4.0,0.0,6,4,0.667,1,paper,0.0,5,1,1
85,29,60,79.0,19.0,7.0,4,3,0.75,1,mobile_app,0.49,0,0,0
18,30,90,84.0,-6.0,-3.0,4,3,0.75,1,mobile_app,0.09,5,1,0
9,30,60,73.0,13.0,-3.0,2,1,0.5,1,mobile_app,1.02,0,0,1
51,7,60,81.0,21.0,-12.0,2,1,0.5,1,paper,0.0,2,0,1
58,6,60,57.0,-3.0,-4.0,4,2,0.5,1,paper,0.0,1,0,0
29,2,90,97.0,7.0,23.0,4,2,0.5,1,mobile_app,0.87,6,1,1
94,40,90,98.0,8.0,1.0,5,4,0.8,1,mobile_app,0.14,0,0,0
70,25,90,89.0,-1.0,-5.0,6,4,0.667,1,mobile_app,1.3,3,0,0
90,52,30,29.0,-1.0,-3.0,2,1,0.5,1,mobile_app,0.41,0,0,1
14,42,90,86.0,-4.0,-8.0,2,1,0.5,1,mobile_app,0.47,0,0,1
98,9,90,60.0,-30.0,-9.0,4,3,0.75,1,mobile_app,1.34,1,0,1
25,6,30,31.0,1.0,8.0,3,2,0.667,0,mobile_app,0.4,0,0,1
54,22,60,53.0,-7.0,-4.0,5,4,0.8,1,paper,0.0,1,0,0
53,55,60,56.0,-4.0,-3.0,3,2,0.667,1,mobile_app,0.35,1,0,1
99,3,60,66.0,6.0,-10.0,4,3,0.75,1,mobile_app,0.84,4,0,0
34,12,30,13.0,-17.0,6.0,4,3,0.75,0,mobile_app,0.38,1,0,1
29,2,60,71.0,11.0,-1.0,5,4,0.8,1,mobile_app,0.97,3,0,0
41,25,30,35.0,5.0,-5.0,2,1,0.5,1,mobile_app,0.18,0,0,1
44,59,30,29.0,-1.0,-1.0,6,5,0.833,1,mobile_app,0.05,6,1,0
22,41,60,60.0,0.0,11.0,3,2,0.667,1,mobile_app,0.51,3,0,1
22,30,90,80.0,-10.0,9.0,3,2,0.667,1,mobile_app,0.33,2,0,1
28,9,60,69.0,9.0,15.0,5,4,0.8,1,mobile_app,0.09,2,0,0
57,21,60,62.0,2.0,-15.0,2,1,0.5,1,mobile_app,0.28,0,0,0
42,31,90,92.0,2.0,-1.0,4,3,0.75,1,mobile_app,0.93,1,0,0
48,17,60,66.0,6.0,-6.0,2,1,0.5,1,mobile_app,0.9,5,1,0
87,42,30,26.0,-4.0,3.0,3,3,1.0,1,mobile_app,0.79,2,0,0
29,58,60,55.0,-5.0,3.0,5,4,0.8,1,mobile_app,1.02,5,1,0
110,13,60,71.0,11.0,3.0,3,2,0.667,1,mobile_app,0.08,1,0,0
91,15,60,68.0,8.0,-8.0,6,4,0.667,1,mobile_app,1.06,2,0,0
21,8,60,53.0,-7.0,-7.0,3,2,0.667,1,mobile_app,0.46,4,0,0
38,43,60,62.0,2.0,3.0,5,4,0.8,1,mobile_app,0.49,0,0,0
23,28,60,71.0,11.0,5.0,2,1,0.5,0,paper,0.0,2,0,1
33,17,120,133.0,13.0,1.0,6,5,0.833,1,paper,0.0,6,1,1
44,13,60,53.0,-7.0,1.0,5,4,0.8,1,mobile_app,0.31,3,0,0
16,5,60,40.0,-20.0,1.0,5,3,0.6,1,mobile_app,0.15,6,1,1
2,29,60,49.0,-11.0,2.0,3,1,0.333,1,mobile_app,0.95,0,0,1
53,41,90,88.0,-2.0,4.0,3,2,0.667,1,mobile_app,0.23,6,1,0
85,14,90,107.0,17.0,6.0,4,2,0.5,1,mobile_app,0.12,6,1,1
37,1,90,80.0,-10.0,0.0,3,2,0.667,1,paper,0.0,2,0,1
104,28,60,55.0,-5.0,-0.0,2,1,0.5,1,mobile_app,0.61,3,0,1
45,40,60,56.0,-4.0,-0.0,5,4,0.8,1,paper,0.0,0,0,1
109,21,90,85.0,-5.0,-7.0,5,3,0.6,1,mobile_app,0.24,1,0,0
29,15,60,60.0,0.0,-8.0,5,4,0.8,1,mobile_app,0.09,2,0,0
65,10,120,104.0,-16.0,6.0,4,2,0.5,1,mobile_app,0.18,2,0,0
92,45,60,66.0,6.0,-3.0,4,3,0.75,1,mobile_app,0.04,4,0,0
8,51,60,59.0,-1.0,3.0,6,6,1.0,1,mobile_app,1.03,6,1,0
112,46,60,73.0,13.0,-0.0,4,3,0.75,1,paper,0.0,0,0,0
44,31,60,50.0,-10.0,6.0,5,4,0.8,1,mobile_app,0.57,5,1,0
60,43,90,99.0,9.0,3.0,4,2,0.5,1,paper,0.0,1,0,0
76,24,60,73.0,13.0,7.0,2,1,0.5,1,paper,0.0,4,0,1
78,2,60,54.0,-6.0,-6.0,3,2,0.667,1,mobile_app,0.18,6,1,0
3,22,90,86.0,-4.0,3.0,5,4,0.8,1,paper,0.0,5,1,0
105,42,120,114.0,-6.0,4.0,5,4,0.8,1,mobile_app,0.6,0,0,0
75,39,90,84.0,-6.0,-9.0,5,4,0.8,1,paper,0.0,4,0,0
120,59,120,120.0,0.0,5.0,5,3,0.6,1,mobile_app,0.06,1,0,1
57,59,120,120.0,0.0,7.0,3,2,0.667,1,mobile_app,0.8,1,0,1
74,15,60,42.0,-18.0,9.0,6,5,0.833,1,mobile_app,1.09,4,0,0
53,1,120,153.0,33.0,10.0,5,4,0.8,1,paper,0.0,4,0,1
107,17,120,117.0,-3.0,5.0,3,2,0.667,1,paper,0.0,6,1,1
100,52,60,60.0,0.0,-1.0,4,3,0.75,1,mobile_app,0.37,1,0,0
110,48,90,87.0,-3.0,-0.0,6,5,0.833,1,mobile_app,0.5,6,1,0
61,6,60,56.0,-4.0,11.0,2,1,0.5,1,mobile_app,0.34,3,0,0
95,10,90,86.0,-4.0,-10.0,3,2,0.667,1,paper,0.0,1,0,1
44,34,30,30.0,0.0,-7.0,2,1,0.5,1,mobile_app,0.67,4,0,1
56,39,90,90.0,0.0,-2.0,3,2,0.667,1,mobile_app,0.51,4,0,1
92,58,60,63.0,3.0,2.0,3,2,0.667,1,mobile_app,0.43,6,1,0
10,45,60,61.0,1.0,-4.0,6,5,0.833,1,paper,0.0,6,1,0
86,13,30,38.0,8.0,-2.0,6,4,0.667,1,paper,0.0,4,0,0
2,3,90,90.0,0.0,-1.0,6,4,0.667,0,mobile_app,0.23,4,0,1
70,38,60,62.0,2.0,-6.0,3,2,0.667,1,mobile_app,0.1,2,0,0
58,33,90,88.0,-2.0,-16.0,6,5,0.833,1,paper,0.0,1,0,0
57,55,60,64.0,4.0,-3.0,2,1,0.5,1,mobile_app,1.18,4,0,1
60,34,30,32.0,2.0,2.0,2,1,0.5,1,mobile_app,0.69,4,0,1
60,30,60,59.0,-1.0,3.0,3,2,0.667,1,paper,0.0,2,0,1
49,18,120,118.0,-2.0,4.0,3,2,0.667,1,mobile_app,0.34,3,0,1
55,6,60,59.0,-1.0,7.0,6,5,0.833,1,paper,0.0,4,0,0
69,52,90,90.0,0.0,-2.0,5,4,0.8,1,mobile_app,0.2,3,0,0
92,49,30,30.0,0.0,-3.0,5,3,0.6,1,mobile_app,0.68,0,0,0
67,10,90,83.0,-7.0,4.0,6,5,0.833,1,paper,0.0,3,0,0
78,42,60,65.0,5.0,-1.0,5,5,1.0,1,mobile_app,0.22,1,0,1
101,22,60,68.0,8.0,8.0,4,3,0.75,1,paper,0.0,0,0,0
119,26,60,76.0,16.0,3.0,2,1,0.5,1,paper,0.0,3,0,0
14,51,30,27.0,-3.0,4.0,2,1,0.5,1,mobile_app,0.71,5,1,0
86,50,60,63.0,3.0,-2.0,6,4,0.667,1,mobile_app,0.4,5,1,1
28,12,60,37.0,-23.0,11.0,4,3,0.75,1,mobile_app,0.82,2,0,0
24,19,60,69.0,9.0,18.0,6,5,0.833,1,paper,0.0,3,0,0
96,49,120,113.0,-7.0,0.0,2,1,0.5,1,paper,0.0,1,0,1
9,55,60,56.0,-4.0,1.0,5,4,0.8,1,mobile_app,0.34,1,0,0
102,5,120,124.0,4.0,-10.0,3,2,0.667,1,mobile_app,0.49,3,0,1
93,50,60,57.0,-3.0,3.0,3,2,0.667,1,mobile_app,0.25,2,0,0
120,29,30,23.0,-7.0,8.0,5,4,0.8,1,mobile_app,0.43,4,0,0
81,35,60,56.0,-4.0,-3.0,4,3,0.75,1,mobile_app,0.26,5,1,0
105,5,60,70.0,10.0,7.0,2,1,0.5,1,paper,0.0,3,0,1
15,41,60,54.0,-6.0,1.0,6,4,0.667,1,mobile_app,0.42,0,0,0
107,40,120,120.0,0.0,2.0,5,4,0.8,1,mobile_app,1.3,5,1,0
20,40,90,88.0,-2.0,4.0,3,2,0.667,1,mobile_app,0.65,3,0,1
38,47,60,64.0,4.0,2.0,5,4,0.8,1,mobile_app,0.28,5,1,0
16,56,60,63.0,3.0,-0.0,2,1,0.5,1,mobile_app,0.7,1,0,0
49,51,60,52.0,-8.0,3.0,4,3,0.75,1,paper,0.0,4,0,1
90,44,90,96.0,6.0,5.0,4,3,0.75,1,mobile_app,0.02,1,0,0
33,58,30,28.0,-2.0,-2.0,3,2,0.667,1,paper,0.0,3,0,1
99,40,60,62.0,2.0,-0.0,4,3,0.75,1,mobile_app,0.15,5,1,0
73,40,60,54.0,-6.0,-9.0,6,5,0.833,1,mobile_app,0.06,3,0,0
76,32,60,63.0,3.0,4.0,2,1,0.5,1,mobile_app,0.37,6,1,0
113,46,90,103.0,13.0,5.0,4,3,0.75,1,mobile_app,0.15,2,0,0
52,5,30,32.0,2.0,-3.0,6,5,0.833,1,mobile_app,0.58,0,0,0
42,30,60,56.0,-4.0,1.0,6,4,0.667,1,mobile_app,0.41,3,0,0
120,26,120,118.0,-2.0,-2.0,6,5,0.833,1,mobile_app,1.3,5,1,0
67,54,120,115.0,-5.0,-1.0,4,3,0.75,1,mobile_app,0.28,3,0,0
74,5,60,79.0,19.0,3.0,4,3,0.75,1,mobile_app,0.9,4,0,1
36,38,60,62.0,2.0,-4.0,4,2,0.5,1,mobile_app,0.63,5,1,1
26,11,90,77.0,-13.0,-2.0,6,3,0.5,1,paper,0.0,1,0,1
21,53,30,26.0,-4.0,-3.0,6,4,0.667,1,mobile_app,0.31,5,1,1
27,51,60,60.0,0.0,2.0,3,2,0.667,1,paper,0.0,6,1,0
24,14,30,41.0,11.0,2.0,2,1,0.5,1,mobile_app,0.42,1,0,1
90,52,60,55.0,-5.0,-1.0,3,2,0.667,1,mobile_app,0.45,1,0,1
7,30,120,129.0,9.0,0.0,3,2,0.667,1,mobile_app,0.1,6,1,0
76,58,90,90.0,0.0,-1.0,3,2,0.667,1,mobile_app,0.11,6,1,1
114,44,120,115.0,-5.0,5.0,6,6,1.0,1,mobile_app,0.66,6,1,0
92,3,90,84.0,-6.0,-5.0,3,2,0.667,1,mobile_app,0.51,6,1,0
49,12,90,111.0,21.0,6.0,4,3,0.75,1,mobile_app,0.93,1,0,0
8,24,90,77.0,-13.0,-6.0,3,2,0.667,1,mobile_app,0.85,3,0,0
101,13,90,81.0,-9.0,8.0,3,2,0.667,1,mobile_app,0.37,6,1,0
1,8,60,72.0,12.0,11.0,2,1,0.5,0,mobile_app,0.31,4,0,1
82,58,60,61.0,1.0,3.0,6,6,1.0,1,paper,0.0,3,0,0
81,52,60,57.0,-3.0,5.0,5,4,0.8,1,mobile_app,0.33,4,0,0
24,26,60,69.0,9.0,2.0,2,1,0.5,1,mobile_app,0.52,1,0,0
89,13,60,72.0,12.0,12.0,5,4,0.8,1,mobile_app,0.74,2,0,0
22,11,30,34.0,4.0,17.0,5,4,0.8,1,mobile_app,1.33,5,1,0
28,55,60,58.0,-2.0,-3.0,3,2,0.667,1,mobile_app,0.07,6,1,1
98,20,60,55.0,-5.0,-5.0,5,4,0.8,1,mobile_app,0.51,0,0,0
118,1,60,64.0,4.0,-18.0,6,5,0.833,1,paper,0.0,2,0,0
32,24,60,47.0,-13.0,8.0,5,3,0.6,1,paper,0.0,4,0,0
111,27,60,72.0,12.0,-11.0,5,4,0.8,1,mobile_app,0.59,3,0,0
110,37,120,132.0,12.0,-10.0,4,3,0.75,1,mobile_app,1.25,5,1,0
93,20,60,58.0,-2.0,-10.0,3,2,0.667,0,mobile_app,0.01,4,0,1
17,55,60,61.0,1.0,-5.0,2,1,0.5,1,mobile_app,0.34,2,0,1
36,38,30,38.0,8.0,2.0,6,3,0.5,1,paper,0.0,5,1,0
82,59,90,97.0,7.0,-3.0,6,6,1.0,1,mobile_app,0.32,2,0,0
120,22,90,106.0,16.0,-14.0,3,2,0.667,1,mobile_app,0.38,2,0,0
98,39,60,49.0,-11.0,-0.0,6,5,0.833,0,mobile_app,1.39,1,0,1
51,22,60,57.0,-3.0,0.0,2,1,0.5,1,paper,0.0,6,1,1
29,42,90,93.0,3.0,-9.0,3,2,0.667,1,mobile_app,0.87,2,0,0
116,44,120,117.0,-3.0,-3.0,2,1,0.5,1,mobile_app,0.96,6,1,0
34,19,60,79.0,19.0,-1.0,3,2,0.667,1,mobile_app,0.0,4,0,0
42,56,30,36.0,6.0,-1.0,3,2,0.667,1,mobile_app,0.28,0,0,1
116,51,30,27.0,-3.0,-1.0,4,3,0.75,0,mobile_app,0.2,5,1,1
68,53,30,29.0,-1.0,4.0,4,3,0.75,1,paper,0.0,1,0,0
32,13,90,81.0,-9.0,21.0,2,1,0.5,1,mobile_app,0.27,6,1,1
1,43,120,119.0,-1.0,-2.0,2,1,0.5,1,mobile_app,0.22,6,1,0
52,7,120,117.0,-3.0,-14.0,6,5,0.833,1,mobile_app,0.26,3,0,0
119,7,90,102.0,12.0,-3.0,4,3,0.75,1,mobile_app,0.12,2,0,0
52,58,60,57.0,-3.0,1.0,6,5,0.833,1,paper,0.0,3,0,0
84,10,120,88.0,-32.0,-1.0,2,1,0.5,1,mobile_app,0.3,5,1,1
31,51,60,53.0,-7.0,2.0,3,3,1.0,1,mobile_app,0.14,2,0,0
94,26,60,51.0,-9.0,17.0,2,1,0.5,1,mobile_app,0.73,0,0,0
94,18,90,83.0,-7.0,-15.0,6,3,0.5,0,mobile_app,0.72,4,0,1
73,5,30,33.0,3.0,-6.0,2,1,0.5,1,mobile_app,0.29,5,1,1
93,40,90,83.0,-7.0,8.0,6,5,0.833,0,paper,0.0,1,0,1
70,43,120,113.0,-7.0,-3.0,2,1,0.5,1,paper,0.0,2,0,1
46,28,90,82.0,-8.0,6.0,5,3,0.6,1,mobile_app,0.26,3,0,0
89,48,90,85.0,-5.0,3.0,4,3,0.75,1,mobile_app,0.49,4,0,0
101,20,60,54.0,-6.0,11.0,6,5,0.833,1,mobile_app,0.55,3,0,0
101,33,30,25.0,-5.0,12.0,2,1,0.5,1,paper,0.0,5,1,1
26,17,90,98.0,8.0,3.0,3,1,0.333,1,mobile_app,0.19,4,0,1
82,35,60,53.0,-7.0,-11.0,5,3,0.6,1,paper,0.0,4,0,0
1,9,120,115.0,-5.0,-7.0,6,5,0.833,1,paper,0.0,0,0,0
69,29,30,25.0,-5.0,16.0,4,3,0.75,1,mobile_app,0.18,6,1,0
69,33,60,66.0,6.0,-9.0,2,1,0.5,1,mobile_app,0.72,3,0,0
44,33,60,59.0,-1.0,3.0,5,3,0.6,1,mobile_app,0.8,2,0,0
120,27,90,99.0,9.0,-19.0,4,3,0.75,1,paper,0.0,5,1,0
106,38,90,82.0,-8.0,-8.0,5,4,0.8,1,mobile_app,0.37,2,0,0
5,31,120,120.0,0.0,6.0,4,3,0.75,1,paper,0.0,5,1,0
26,17,60,54.0,-6.0,0.0,6,4,0.667,1,mobile_app,0.58,5,1,1
25,13,60,46.0,-14.0,-4.0,2,1,0.5,1,mobile_app,0.25,3,0,0
108,39,30,30.0,0.0,-4.0,5,4,0.8,1,mobile_app,0.78,3,0,0
63,56,60,66.0,6.0,-6.0,5,4,0.8,1,mobile_app,0.17,6,1,0
88,45,60,55.0,-5.0,3.0,4,3,0.75,1,paper,0.0,5,1,0
98,38,60,59.0,-1.0,-2.0,4,3,0.75,1,mobile_app,0.31,5,1,0
93,55,60,55.0,-5.0,-5.0,5,4,0.8,1,paper,0.0,4,0,0
11,54,60,55.0,-5.0,0.0,4,3,0.75,1,mobile_app,0.39,5,1,0
17,30,90,83.0,-7.0,4.0,3,2,0.667,1,mobile_app,0.46,5,1,1
48,7,90,84.0,-6.0,-2.0,4,3,0.75,1,mobile_app,0.26,5,1,0
41,38,60,57.0,-3.0,1.0,6,4,0.667,1,mobile_app,0.45,2,0,1
90,37,60,58.0,-2.0,0.0,2,1,0.5,1,mobile_app,0.89,5,1,1
19,17,90,72.0,-18.0,-6.0,6,5,0.833,1,paper,0.0,3,0,1
45,51,90,87.0,-3.0,0.0,3,1,0.333,1,mobile_app,1.08,5,1,1
